fen,phase,eco
8/5pbk/5np1/2p4p/1pP1b2P/1P3q2/3R4/4RNK1 b - - 1 40,middlegame,
8/8/8/2k5/P1R5/8/6PP/5NK1 b - - 0 43,endgame,
4r1k1/p4pp1/7p/8/2Pp4/1q6/6PP/2KR4 b - - 1 29,middlegame,
4q1k1/2r5/p2p2P1/3Pp1Q1/pP2P2P/P2B4/7K/6R1 b - - 0 33,middlegame,
r1bqkbnr/pppp1p1p/2n5/6p1/4Pp2/2NP4/PPP3PP/R1BQKBNR w KQkq - 0 5,opening,C25
6k1/6p1/7p/4Pp2/2R2P2/2P3P1/1PKR4/6r1 b - - 2 46,middlegame,
r4rk1/1pp4p/p2p2p1/4p3/4Pp2/3N4/PPK4P/3NqB1R w - - 0 22,middlegame,
1k1r1b1r/pppq2p1/2n5/8/4Q3/P2PB1N1/1PP3PP/2KR1B1R b - - 2 18,middlegame,
r1b1k2r/ppp1bp2/3p4/6P1/2P1P3/1q3NpP/4BQK1/7R w kq - 0 22,middlegame,
r1bqkbnr/1p1ppppp/2n5/p1p5/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 4,opening,A01
5r1k/q4pp1/3pb2p/8/P1p1P3/3r3P/5QPK/5R2 b - - 1 29,middlegame,
5rk1/2R3p1/4Rpq1/pP1P4/P6p/4Q1P1/5P1P/6K1 w - - 0 34,middlegame,
5R2/2r5/1p2p3/1P2P1k1/2PP4/1P2p3/4N1K1/8 b - - 0 42,middlegame,
8/5p2/5k2/2P3p1/1P6/P5p1/6PP/5K2 w - - 0 46,endgame,
r2qkb1r/ppp1pppp/2n2n2/8/6b1/5NN1/PPPP1PPP/R1BQKB1R w KQkq - 5 6,opening,B01
Q1B1n1r1/2p2p2/2Pp1k2/4p2p/4Pn1P/P1N2Pr1/1PP5/2KR3R w - - 1 29,middlegame,
rnbqk1nr/p1p2ppp/1p2p3/3p4/3PP3/2PB4/P1P2PPP/R1BQK1NR w KQkq - 0 6,opening,C15
r1br2k1/1p3ppp/p1n3n1/2P3NP/1PP1p3/P3B1P1/2K5/b4R2 w - - 0 22,middlegame,
r1b2rk1/P2pqppp/4p3/3nP3/3P4/1QP2N2/1P3PPP/RN3RK1 b - - 0 17,middlegame,
8/8/1pp5/p3k3/1nP2P2/2K4P/2B3P1/8 b - - 0 35,endgame,
r1b1kbnr/ppqp1ppp/2n1p3/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5,opening,A36
r5k1/p2n2p1/1p3p1p/3p4/1b1P2PN/r4N1P/6R1/5RK1 b - - 1 29,middlegame,
rn1qkb1r/ppp2ppp/3p1n2/4p3/4P1b1/5N2/PPPPBPPP/RNBQ1RK1 w kq - 4 5,opening,C41
1k6/ppp5/8/5b2/6PP/2K5/P2p1P2/8 b - - 0 37,endgame,
r1bqkb1r/pp2pppp/2np1n2/8/3QP3/5NP1/PPP2P1P/RNB1KB1R w KQkq - 1 6,opening,B50
6k1/1p4p1/1q3bPp/pP2p3/P3Q3/2r1p3/3r3P/4RR1K w - - 0 37,middlegame,
7k/2P2Q2/6pp/4q3/8/4P2P/3r1PP1/2R3K1 b - - 0 38,middlegame,
6r1/pkr1pR2/4p2p/3pb1pP/1P1n2P1/8/P1PK4/5R2 w - - 0 32,middlegame,
4rrk1/pp3ppp/2pp4/8/8/3Bqb2/PP1Q2PP/R4R1K w - - 0 19,middlegame,
2b3k1/2p4p/3p2p1/p1pPp3/P1P2n2/1P4Q1/r6P/4R2K w - - 0 35,middlegame,
1r3r1k/7p/2p2bpP/q2P4/P1B1Qp2/8/P1P2PP1/2KR3R w - - 1 24,middlegame,
r1b1k2r/2q2pp1/pp2pn2/2pp4/6pP/2PP4/PP2QN2/1K1R1B1R w kq - 0 20,middlegame,
r2qk2r/2p1bpp1/p2p4/3Pp2p/1p2n1bP/5N2/PPP1B1Q1/1NKR1R2 w kq - 0 18,middlegame,
r2qkbnr/pp2pppp/n1p5/3pP3/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq - 3 5,opening,B12
2r3k1/5pp1/b1r5/7p/2n1Q3/2P2PP1/P3P1BP/1RR3K1 b - - 0 25,middlegame,
3r2k1/7p/p1b3pP/1p6/4p1q1/5n2/PPP1QR2/2K5 w - - 0 37,middlegame,
8/p2k3r/6K1/2p5/2P5/1P5P/P7/8 b - - 1 42,endgame,
4r3/pp6/6k1/5bp1/4p1pP/1P4P1/P2r4/4R1K1 w - - 1 38,middlegame,
r4rk1/3b1qpp/p3p3/1p1pn3/3P4/2P2N2/2BQ1PnP/RR4K1 w - - 0 21,middlegame,
rnbqk2r/ppp1npbp/3pp1p1/8/2PPPP2/2N5/PP4PP/R1BQKBNR w KQkq - 1 6,opening,A42
rnbq1rk1/pppp1ppp/5n2/4p3/2B1P3/2bP1N2/PPP2PPP/R1BQK2R w KQ - 0 6,opening,C42
r1bqkbnr/pp2pppp/2n5/2pp4/8/3P2P1/PPP1PPBP/RNBQK1NR w KQkq - 1 4,opening,A00
rnbqkb1r/pp2p1pp/2p2n2/3p1p2/2PP4/2N3P1/PP2PP1P/R1BQKBNR w KQkq - 0 5,opening,A85
5k2/1b3r2/2nq1Np1/1p1p3Q/8/5N2/P1P2PPP/R4RK1 b - - 0 34,middlegame,
r1b1k1nr/ppppqppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 1 5,opening,C53
r4rk1/1b3ppp/1B4q1/p1nP4/2PbP3/2NB3P/PP4P1/R2Q1R1K b - - 0 20,middlegame,
rnbq1rk1/ppp2ppp/3bpn2/3p4/3P4/4PN2/PPP1BPPP/RNBQ1RK1 w - - 5 6,opening,D05
2Q5/8/3r1k1p/5n2/1p1P4/2P4P/PP3P1K/8 w - - 1 36,middlegame,
5R2/4k3/8/p4p2/8/6P1/PPP2P1P/6K1 b - - 0 29,endgame,
8/8/8/2knPNp1/8/2p3P1/4K1P1/8 w - - 0 47,endgame,
rnbqk2r/ppppnpbp/4p1p1/8/3PP3/2PB4/PP3PPP/RNBQK1NR w KQkq - 2 5,opening,B06
rnbq1rk1/ppp2ppp/5n2/3pN3/1b2P3/2NP4/PPP2PPP/R1BQKB1R w KQ - 0 6,opening,C42
5rk1/1Q4p1/p3R2p/2P2p2/B2P4/P1qn1NP1/5P1P/6K1 b - - 0 28,middlegame,
2r1kb2/2q1pp2/Q7/2pPn3/2P5/2NB4/PP3P1P/R5K1 w - - 1 24,middlegame,
r1bqkbnr/pppnpp1p/3p2p1/8/3P4/6P1/PPP1PPBP/RNBQK1NR w KQkq - 0 4,opening,A41
rnbqkbnr/ppp2p1p/3pp1p1/8/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4,opening,B07
3r4/p6p/2pn1k2/P2p1pp1/7Q/4RPK1/r5PP/8 w - - 0 32,middlegame,
8/p3bk1p/2Q2N1r/8/3P4/4P3/PP2KP2/8 b - - 0 26,middlegame,
rnbqkbnr/pppp1p2/7p/6N1/4PppP/8/PPPP2P1/RNBQKB1R w KQkq - 0 6,opening,C39
rn2k1nr/pp3pbp/2p3p1/4p1B1/3qP3/5B2/P2N1RPP/R2Q2K1 b kq - 1 13,middlegame,
8/5pk1/4p1p1/8/5PPp/2r5/6K1/8 w - - 0 43,endgame,
3r1k2/7R/1p3pK1/p4Np1/2P5/P6p/5r2/8 w - - 0 44,middlegame,
r4rk1/1pp2ppp/3p1q2/3P4/6bn/2PB4/Pp1R3P/2K1Q2R w - - 0 19,middlegame,
7r/2kP4/8/7K/1p6/1P6/5P1P/3R4 w - - 1 48,middlegame,
2b5/8/8/4k3/5Rp1/6N1/PP1K1P2/8 b - - 0 52,middlegame,
r2q3Q/p2k1p1p/4p1pB/5n2/8/2P5/PPP2PPP/3R1RK1 b - - 2 17,middlegame,
2r2rk1/R4ppp/3nR3/3p4/3B4/1PNB3P/2P2PP1/6K1 b - - 0 26,middlegame,
1n2kbn1/1bpp1p2/1p2p1p1/p7/2P1Pq2/1PN3p1/PB1PQ3/2KR2N1 w - - 0 15,middlegame,
8/7p/4Rk2/5pp1/p1pP4/P1P2P2/1PK3PP/8 b - - 0 39,middlegame,
5k2/1p3ppp/8/8/8/1PP5/1P3PPP/3n1K2 b - - 1 22,endgame,
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,opening,D00
3R4/pp6/8/8/5kB1/1PK4P/8/8 b - - 0 47,endgame,
rnbqkbnr/3p1ppp/p3p3/1pp5/2B1P3/P1N5/1PPP1PPP/R1BQK1NR w KQkq - 0 5,opening,B20
6r1/1b3Qb1/pkr3p1/4P1Bn/5P1P/8/PPP5/2KR3R w - - 1 29,middlegame,
rq2k3/1R2b1p1/n6p/p2QP3/3P4/2P1B3/5PPP/5RK1 b - - 0 28,middlegame,
4r3/1p1r2k1/3p2pp/2n2p2/4p3/6PP/1q2PPN1/1RR3K1 b - - 1 35,middlegame,
rnbqkbnr/1p3ppp/p2p4/2pPp3/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,opening,A40
8/7p/6pk/8/PP2P3/4n2P/2B2R2/6K1 b - - 0 42,middlegame,
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,opening,C00
rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/2PBP3/PP3PPP/RNBQK1NR w KQkq - 0 5,opening,A45
4rr1k/p1pq2p1/b4nQ1/3p1N2/8/1PN1P3/P1PP1RPP/R5K1 b - - 2 24,middlegame,
r1b3k1/pp3pbp/6p1/2rp4/1n3P2/5NP1/P5BP/1R3RK1 w - - 0 21,middlegame,
8/5pkp/1p1pp1p1/1q6/1PQb1P2/4n1PP/6K1/2R5 w - - 2 31,middlegame,
2r3k1/5Rpp/5q2/p1p5/P1N1p2P/1P2B1P1/2P1QP2/1K1R4 b - - 0 32,middlegame,
rnbqkb1r/ppp1pppp/5n2/8/4p3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,opening,B02
rnb1kb1r/pppp2pp/5q2/8/2P2Bn1/8/PP2PPPP/RN1QKBNR w KQkq - 0 6,opening,A52
8/8/4p1k1/8/3Pp3/4N1K1/5p2/8 b - - 0 57,endgame,
rnbqkb1r/pp1p1ppp/5n2/2p5/2B1Pp2/5N2/PPPP2PP/RNBQK2R w KQkq - 2 5,opening,C30
rnbqk2r/pp2ppbp/3p1n2/2p5/8/1PN5/P1PPPPPP/R2QKBNR w KQkq - 2 5,opening,A01
rnbqkbnr/pp2pppp/8/2p5/3p4/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 4,opening,A01
r1b1k3/ppp3p1/1b3nN1/7r/4P3/2N4P/PPP2PP1/R1B2RK1 w - - 1 15,middlegame,
rnbqkb1r/pp1p1ppp/4pn2/2p5/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 4,opening,A40
5rk1/2p3p1/4q2p/5p2/PQ1Pr3/4B3/1P3PPP/R4RK1 b - - 0 24,middlegame,
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 6,opening,D15
2q4b/p6R/1p1PQ1pk/6N1/3p1P2/6P1/PP5P/6K1 b - - 0 27,middlegame,
5r1k/6p1/p4p1p/3R4/1R6/1P6/1PP2PPP/2K5 b - - 0 25,middlegame,
2kr1b1r/ppp2ppp/5n2/6B1/6b1/1PN3P1/P3n1BP/R4R1K b - - 1 16,middlegame,
8/6p1/1pkp1pPp/4pP2/1PP1P1P1/8/K7/8 b - - 0 48,endgame,
8/8/3Q2k1/2pPp3/4P1n1/1Q1P2p1/5PK1/5R2 b - - 0 32,middlegame,
r3r1k1/ppp2ppp/4p3/4q1P1/5P2/2N3K1/PP6/3R3R b - - 0 24,middlegame,
3R4/7p/6p1/pp6/1k5P/r2pK1P1/8/8 w - - 0 46,middlegame,
r2qkbnr/ppp2ppp/2n5/4p3/4P1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,opening,C46
5rk1/8/2q1Qpp1/5nNp/7P/2PB1P2/1P4P1/4R1K1 b - - 0 32,middlegame,
r3r2k/4p1b1/6P1/2pP4/2p1P3/2Nn2N1/PPR3P1/5R1K b - - 0 28,middlegame,
4r3/p4p1B/2k3p1/3n3P/2pb2P1/P2p4/Kr6/3R2R1 w - - 2 37,middlegame,
5R2/4p1k1/p5p1/2rPP2p/4B1bP/1P6/PK4P1/7R b - - 0 28,middlegame,
r3k2r/pp3pp1/2p2n1p/4p3/2B1p3/2b1P3/PPP3PP/2KR3R w kq - 0 16,middlegame,
2r3k1/2rnq1pp/3b1p2/p3p3/3B2P1/Pb2QP2/7P/4RR1K w - - 0 28,middlegame,
r5k1/qp4pp/4p3/p2pP3/P2n4/3Q4/P5PP/1R3r1K w - - 0 23,middlegame,
r1b5/p2p4/2kB4/2PQ1p2/1p6/8/1P3PPP/R2R2K1 b - - 0 30,middlegame,
8/p7/2R3p1/4ppk1/1PP5/r4rK1/8/8 w - - 0 46,middlegame,
8/7R/5k2/6p1/8/r4P1P/6K1/8 b - - 1 34,endgame,
rnbqkb1r/pp2pppp/2pp1n2/8/3P4/5N2/PPPNPPPP/R1BQKB1R w KQkq - 0 4,opening,A46
1k3r2/1Nq5/1p2Q3/8/8/6P1/P6P/5RK1 b - - 0 35,middlegame,
4k3/p1p1Q3/3p1K2/8/3P2P1/2P5/PP6/8 b - - 2 43,middlegame,
1r2q1r1/pR1b1pbk/3B2pp/3P4/3p4/1Q1P2P1/PP2PPBP/5RK1 b - - 0 17,middlegame,
8/p4ppk/1p6/4bpP1/7P/6r1/5P1K/5R2 b - - 1 37,middlegame,
r2r2k1/6p1/5p2/p7/8/6bP/1P4K1/5R2 b - - 1 36,middlegame,
2br2k1/p5pp/2p2p2/3npP2/4N1Q1/5B1P/q5P1/5R1K b - - 1 23,middlegame,
1k6/p4pp1/1p2p1p1/3p4/P2P4/2R1K1r1/1PP5/8 w - - 0 36,middlegame,
6k1/1p3p2/p3pPpq/n5N1/4K3/2P5/PP4r1/8 b - - 1 37,middlegame,
r1bqkbnr/ppp3pp/2n5/4pp2/4P3/2P2N2/PP1P2PP/RNBQKB1R w KQkq - 0 6,opening,C30
r3kb1r/pp1bpppp/1q3n2/8/8/B2n1N2/P4PPP/RN1Q1RK1 w kq - 0 13,middlegame,
r7/ppp1R1p1/3p2kp/4p3/3PP3/P6P/1nr3P1/5R1K w - - 0 27,middlegame,
rnbqkb1r/ppp2ppp/4pn2/8/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,opening,B01
r6k/1bQ4p/pp4p1/3P4/1P6/2N3P1/P6P/R4RK1 b - - 0 37,middlegame,
rnbqk2r/ppp2ppp/4pn2/3p2B1/1b1P4/2N2P2/PPP1P1PP/R2QKBNR w KQkq - 1 5,opening,D01
6k1/p7/5p1p/6p1/3p4/1P5P/P4PP1/5K2 b - - 1 33,endgame,
r1bqkbnr/pp2pppp/2n5/2p5/5P2/2P2N2/PP1P2PP/RNBQKB1R w KQkq - 1 6,opening,B21
8/1Q6/pk4K1/3B4/2P5/P7/8/8 b - - 0 61,middlegame,
1kr3r1/pb5p/2pbQ3/8/4B3/8/PPP2PPP/R4RK1 b - - 0 19,middlegame,
rnbqk2r/ppppp1bp/5np1/5pB1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 5,opening,A85
4r1k1/5p1p/2nRb1p1/8/5P2/5N2/PPP3PP/2K4R b - - 0 23,middlegame,
R7/pp3pp1/6kp/8/2qQ4/2N1B1P1/PP1K1P2/4R3 b - - 0 27,middlegame,
5k2/6pp/8/4q3/8/6p1/6KP/8 w - - 0 49,endgame,
5r1k/1b4q1/pp1Q2Pp/2p5/P1B5/3P4/1PP3PP/R6K w - - 1 26,middlegame,
4r3/8/6pk/2K1P3/5R1P/2P3P1/8/8 b - - 0 44,middlegame,
rnbqk2r/ppppbppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 3 4,opening,A40
1Rr1kb2/7p/p3P1p1/5p2/R1PBpP1P/2P3P1/1P2NK2/8 b - - 0 27,middlegame,
rnbqk2r/1ppp1pp1/p4n1p/2b1p3/2B1P3/P1NP4/1PP2PPP/R1BQK1NR w KQkq - 0 6,opening,C26
rnbqkb1r/ppp2ppp/6n1/3pP3/3P1p2/5N2/PPP3PP/RNBQKB1R w KQkq - 1 6,opening,C36
rn1qkbnr/pp2pppp/2p5/3pPb2/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 1 4,opening,B10
1k1r4/p3Rp1p/1p4p1/8/2P2P2/rK2R3/7P/1b6 w - - 0 40,middlegame,
1b6/4k3/4P3/pPK3pp/2B5/1P4P1/2P4P/8 w - - 0 42,middlegame,
rnbqkbnr/pp2pp1p/2p3p1/3p4/3PPP2/8/PPP3PP/RNBQKBNR w KQkq - 0 4,opening,B12
rnbqkbnr/pp2pppp/2pp4/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 0 3,opening,A02
2k4r/1pp2ppp/4b3/5n2/P1r5/4B3/5PPK/R4R2 b - - 1 20,middlegame,
r1bqkb1r/pppnpppp/3p1n2/8/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 1 4,opening,A53
8/2N3k1/3p1R2/1p1Br3/8/5P2/PP4r1/2K4R w - - 1 36,middlegame,
8/5p2/1R4pp/5k2/1P6/5NP1/5PKP/8 b - - 0 34,middlegame,
3r1rk1/pbp2ppp/1p2p2q/4n3/P2P2R1/2PQ4/2B1KP1P/R7 w - - 0 24,middlegame,
r4rk1/ppn4p/3p2p1/1P2p3/P1Pp4/3B1q2/3Q1P2/2RR1K2 b - - 1 24,middlegame,
8/2k1pp1p/1p4p1/p1p5/4PP2/3BK2P/b5P1/8 w - - 0 26,middlegame,
4k3/6Rp/3b4/3p1R2/3B3q/PNP1P3/8/6K1 w - - 1 33,middlegame,
2r1rk2/1b3ppQ/p3pb1p/1p2q3/8/2N5/PP4PP/1B3R1K w - - 0 24,middlegame,
6k1/1p3p2/4p1pp/4P3/P1P2P2/1p2P1P1/5K1P/8 w - - 0 34,endgame,
8/8/p5pp/5p2/P1K2P2/6PP/5k1N/8 b - - 0 41,endgame,
rn1qkbnr/ppp2ppp/4b3/3p4/3QPP2/8/PPP3PP/RNB1KBNR w KQkq - 1 5,opening,C31
8/r1Bp4/3Pp1k1/p3Kp2/Pp4p1/1P1Q2q1/2n5/4R3 w - - 0 49,middlegame,
rn1k3r/ppp3pp/4p3/b7/2p5/P5P1/1P1n1PBP/R1B1K2R w KQ - 0 13,middlegame,
rnbqkbnr/ppp1pp1p/6p1/8/8/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 5,opening,A10
6k1/7p/6p1/p1p1NpP1/b3pP1P/8/4K3/8 w - - 0 41,middlegame,
8/p7/1p5p/5kp1/1PPPp3/4K3/P6P/8 b - - 0 31,endgame,
rnb1kb1r/ppp2ppp/8/8/4p2q/1B1P3P/PPP3p1/R1BQK1NR w KQkq - 0 10,middlegame,
2r2rk1/pp2q1pp/2n3b1/4P3/5P2/2P3PP/PP1QN3/2KR1N1R w - - 1 21,middlegame,
8/5p2/6k1/p4R2/Pp3PBP/1P1r2P1/5K2/8 b - - 2 59,middlegame,
6k1/5p1p/4p1p1/8/8/2nN2P1/5P1P/5K2 b - - 1 33,endgame,
rnb1r1k1/pp6/2p2p1p/3p1p2/3P4/2NB1R2/PPP5/R6K w - - 0 19,middlegame,
rnbqk1nr/pp1pppbp/6p1/2p5/4P3/6P1/PPPP1PBP/RNBQK1NR w KQkq - 2 4,opening,B20
8/6bk/p4nrp/Pp1P4/1P1qPQ2/8/2P3PP/4R1RK b - - 0 39,middlegame,
rnbqkb1r/pp3ppp/3p1n2/2pPp3/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,opening,A56
rnbqkb1r/ppp1pp1p/3p1np1/8/2P5/1P6/PB1PPPPP/RN1QKBNR w KQkq - 2 4,opening,A01
2r3k1/5pp1/2q5/5b1p/3Q1PnB/2PB1RK1/PP1Nr1P1/3R4 b - - 0 26,middlegame,
5k2/8/4p1p1/3p4/3P1K2/4P3/5P2/8 b - - 1 53,endgame,
2k5/bp6/6p1/PbPpB2p/2qP1P2/5NPP/1R4B1/K7 b - - 0 38,middlegame,
3B1rk1/2p2pp1/2pbp2p/p2p1b2/3P4/P1n1P3/2r2PPP/R1Q2K1R w - - 2 19,middlegame,
8/bp6/p1p1pk1p/8/4Br2/P1P2p2/1P1R2K1/8 w - - 0 35,middlegame,
8/p1p5/1p1pkp2/8/2P1P3/1K6/rP6/8 b - - 1 38,endgame,
8/1p2k3/p3p1p1/P6p/4bp2/4P2P/5K2/6R1 w - - 0 37,middlegame,
r1bqkbnr/pp1p1ppp/2n1p3/2p1P3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 4,opening,B20
8/6p1/p2p2p1/8/1p4k1/2P5/2PKb3/8 w - - 0 40,endgame,
7r/2pkb1pp/R2p3n/1N6/4P3/1P6/1PP2PPP/4K2R b K - 0 20,middlegame,
r2qkbnr/ppp1pppp/2n5/3p4/3P1Bb1/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,opening,D02
rnb1kbnr/pp2pppp/2p5/8/4P3/2P5/PP3PPP/RNBqKBNR w KQkq - 0 5,opening,B10
1r4k1/6pp/R4p2/1p2p3/2b1N1q1/7P/1bP3P1/6BK w - - 0 39,middlegame,
8/8/3k4/2p1p3/2n1Pp2/p4P1K/P7/2N5 w - - 0 56,endgame,
8/1R2p1k1/5bp1/2pPP3/8/6K1/8/8 b - - 0 41,endgame,
3r1rk1/2p2pp1/B1n1p2p/8/1b2N3/4PN2/PP1B1PPP/R3K2R b KQ - 0 15,middlegame,
3q3k/3r3p/p2P2p1/4Q3/8/1P6/P4PPP/3R2K1 b - - 0 29,middlegame,
r5k1/p7/3p1rp1/2pPp3/4B3/5P2/P2qN1K1/3nR3 w - - 2 33,middlegame,
rnbqkb1r/pp1p1pp1/2p2n1p/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 0 5,opening,C24
r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P1P2/3BPN2/PPP3PP/RNBQK2R w KQkq - 2 6,opening,A40
3r2k1/5pp1/p3p2p/1p6/2p5/PPq4P/5PP1/1R4K1 w - - 0 31,middlegame,
8/5k2/8/1p3Nr1/1P1Pp1qp/P3P3/5Q1P/5R1K b - - 0 50,middlegame,
1n1qkbnr/2pppppp/bp6/p7/3PPP2/8/PPP3PP/RNBQK1NR w KQk - 0 5,opening,B00
8/8/8/8/5Q1k/5Pp1/6P1/3R2K1 b - - 0 47,middlegame,
r3k1r1/pp2ppbp/3p2p1/8/2Qq4/1P6/P1P3PP/R4RK1 w q - 0 19,middlegame,
8/8/6p1/1p1bk1p1/4p1P1/1PP3P1/2K2P2/8 w - - 0 46,endgame,
rnb1kbnr/ppp1qppp/8/3pN3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 4,opening,C40
6k1/1N5p/6R1/2P3nK/1P3r2/8/1R3P1P/6r1 b - - 0 38,middlegame,
r3k2r/1ppq1pp1/1bnp1n1p/4p3/p1b1P3/2PP1N2/1BQ1BPPP/R4RK1 w kq - 0 14,middlegame,
rn2kbnr/pp3ppp/1qp1p3/3p1b2/2PP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 2 6,opening,D02
r1b1B3/ppp3kN/4P1p1/4R3/6n1/8/PPQ2PPq/RN4K1 w - - 1 20,middlegame,
6k1/6p1/7p/2pN4/8/3P3P/6PK/8 b - - 0 44,endgame,
r1bqk1nr/ppp1bppp/3p4/n3p3/4P3/2P2N2/PP1PBPPP/RNBQK2R w KQkq - 0 6,opening,C50
2r2n2/p3Nk1p/3R1pp1/2P5/3P1P2/8/P5PP/1R4K1 b - - 0 32,middlegame,
6r1/p1p1k3/3bpp1p/2p5/6p1/2N5/PP2B3/2R2R1K w - - 0 26,middlegame,
1r4k1/5ppp/4pn2/1p3P2/2p1b3/6P1/P1R1Q1P1/6K1 b - - 1 27,middlegame,
rnbqkb1r/pp2pp1p/5np1/2pp4/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 0 5,opening,D04
rnbqkbnr/pp2pp1p/2p3p1/3p4/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 4,opening,B11
rn1qkb1r/pp2pppp/2p2n2/3p4/3P2b1/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,opening,D02
rnb1k1nr/ppppqppp/8/2b1p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4,opening,C20
8/rB6/P2R4/5pkp/7P/5PP1/6K1/8 b - - 0 44,middlegame,
r2q1bnr/ppP2kp1/2n1b2p/8/2Q5/5N2/PPP2PPP/RNB1KB1R b KQ - 0 9,middlegame,
2r3k1/pp3p1p/4bBr1/3q4/1P5Q/2NP4/1P2BPPP/1K5R b - - 2 26,middlegame,
2n2k1r/5p2/R3p1pp/2p1P3/2PP2PP/8/P2KNPB1/8 b - - 0 24,middlegame,
8/8/1n1k4/5p2/2K5/4Pp2/8/3q4 w - - 0 48,middlegame,
8/1p6/6k1/1p1N4/1P1P4/7r/5K2/8 w - - 0 58,endgame,
rnbqkbnr/1p1p1ppp/p3p3/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 4,opening,B23
rnbqk2r/pp2ppbp/3p1np1/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 1 6,opening,B50
3k3r/pp3p1p/2n1bp2/q3p3/Pbp1P3/2p3P1/1P2NPBP/2R1K2R w K - 0 16,middlegame,
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq - 1 3,opening,A80
rn1qk2r/ppp1ppbp/3p1np1/8/2PP2b1/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 6,opening,E62
bn1r2k1/5pbp/1q3np1/3P4/2N1PB2/5N1P/1PB2PP1/3Q1RK1 b - - 0 18,middlegame,
4k3/pp4Q1/1q4p1/3p3r/4pP2/8/PP2RnK1/8 w - - 0 41,middlegame,
8/pp2pkbp/3p2p1/8/1q2PP2/r1r3P1/3RR1KP/4Q3 w - - 0 34,middlegame,
6k1/R5bp/1p2p1p1/2p1P3/2P5/6P1/PP3PKP/4R3 b - - 0 24,middlegame,
8/p6R/1bk2K2/8/8/P1p5/8/8 w - - 0 56,endgame,
r1bqk1nr/pppp1ppp/2n5/2b5/2B1P3/2p2N2/PP3PPP/RNBQK2R w KQkq - 2 6,opening,C44
8/p1r2rkp/2BR2p1/5p2/2P5/1P4P1/P3PP1P/6K1 b - - 0 27,middlegame,
r3k2r/ppp1qpp1/8/P2p3p/3Np2P/bPPnP1P1/2KP2B1/1N6 w kq - 0 21,middlegame,
rnb1k2r/3p1p2/2p1N2p/2N1Pq2/2PQ4/p2P2P1/BP3RKP/R1B5 b kq - 0 29,middlegame,
2k2r2/1bpp4/pp6/3P2N1/2P5/6P1/1r4K1/8 w - - 0 36,middlegame,
6k1/R4pp1/7p/2p3n1/2P5/1P2P1P1/PB1r1PKP/8 w - - 1 26,middlegame,
8/8/1p5p/4k1p1/2p1P3/2N4P/2P2P2/5K2 b - - 0 37,endgame,
4r3/pp4k1/2p3p1/5b1p/3P3P/P1q5/K1P5/3R4 w - - 0 31,middlegame,
8/pR4n1/1b2rk2/8/5P2/2P3PP/PP2n1K1/3R4 b - - 0 35,middlegame,
