fen,phase,eco,material,mobility,white_king_safety,black_king_safety,white_center_control,black_center_control,evaluation_cp
rnbqk2r/pp1pppbp/5np1/8/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 6,opening,A46,76,34,0,0,4,2,75
rn1qkbnr/pbp1pppp/1p1p4/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,opening,A10,78,33,0,0,4,3,84
4r1k1/6bp/p3b1p1/P1B1p3/1Pp1p1P1/8/4BQ2/6K1 w - - 0 35,middlegame,,35,32,0,0,1,3,480
rn2kb1r/ppp1pppp/5n2/3q1b2/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5,opening,D06,76,30,0,0,2,4,100
rnbqkbnr/pp4pp/2p2p2/3pp3/8/3P1NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5,opening,A07,78,34,0,0,3,4,25
rn1qkbnr/p1pppppp/1p6/8/2P5/5bP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4,opening,A10,75,21,0,0,1,2,44
rn1qkbnr/pp2pppp/2p5/5b2/3Pp3/2P5/PP1N1PPP/R1BQKBNR w KQkq - 2 5,opening,B12,77,34,0,0,3,3,-10
8/8/5p2/6pk/R7/5P2/2r5/6K1 b - - 1 38,endgame,,13,18,0,0,2,1,-16
8/6p1/4pk2/3p1p1p/2R4P/6P1/5PK1/8 b - - 0 45,endgame,,13,10,0,0,2,3,-513
r1bqkbnr/pp2pppp/2p2n2/8/3PN3/3B4/PPP2PPP/R1BQK1NR w KQkq - 3 6,opening,B17,76,42,0,0,2,3,63
1r6/8/p2k3p/1p1B1pp1/1P1P4/P3P1P1/5P1P/5RK1 b - - 0 32,middlegame,,25,17,0,0,3,3,299
2r2Bk1/8/R3p1pp/2Pp4/3Pp3/4P1PP/P4P2/6K1 b - - 0 32,middlegame,,25,15,0,0,2,2,532
rnbqkb1r/p3pppp/3p1n2/1ppP4/2P5/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5,opening,A43,78,33,0,0,3,4,101
rnb1kb1r/ppp1pppp/8/8/8/2P2N2/PPP2PPP/R1BqKB1R w KQkq - 0 6,opening,B01,61,1,1,0,2,2,-14
2kN2r1/ppp5/5r2/8/1P1p3p/P2P2P1/2P2PKP/4RR2 b - - 0 27,middlegame,,35,33,0,0,2,0,476
rn1qk1nr/p1pp1ppp/bp2p3/8/2PPP3/P1b5/1P3PPP/R1BQKBNR w KQkq - 0 6,opening,B00,75,4,1,0,3,2,60
4r3/4Bkp1/6Np/5p2/p2PpP2/PrR4P/1P2K1P1/7R b - - 2 31,middlegame,,37,21,0,0,1,1,365
1k2r2r/1pp2p2/1b1p4/1N1Ppbqp/1PP1P1p1/3B2Pn/K7/3RQR2 w - - 0 29,middlegame,,65,31,0,0,3,3,-55
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,opening,B23,78,32,0,0,2,1,60
rnbqkbnr/pp4pp/4p3/2pp4/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,opening,A44,76,40,0,0,2,3,54
Q4r1k/1b4qp/p2P4/1p4p1/P1p5/8/1PP1BPPP/3R1RK1 w - - 1 26,middlegame,,51,35,0,0,2,4,581
rnbqk1nr/ppp2ppp/8/8/1bpP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,opening,C01,75,33,0,0,4,2,48
3r3r/2k1bp2/3p1n1p/pBpPpq2/Pp3p2/5P1P/4Q1PN/R3R1K1 w - - 2 26,middlegame,,63,35,0,0,2,4,-120
7Q/p6p/1p1p1p2/2p2P2/4Pk2/2P4R/PP4PK/RN2q3 b - - 0 27,middlegame,,43,25,0,0,2,3,1141
4r1k1/p2bq1pp/3b1n2/1p1p4/4p3/pQ1P1N2/5PPP/B1R2BK1 w - - 0 23,middlegame,,57,41,0,0,4,3,-256
7r/2b2rk1/p5pp/2Q5/8/3P2P1/PPP2P1P/R5K1 b - - 0 23,middlegame,,37,30,0,0,4,1,517
rnbqkb1r/ppp1p2p/3p1np1/5p2/3P1P2/3BP3/PPP3PP/RNBQK1NR w KQkq - 0 5,opening,A80,78,35,0,0,3,3,16
7r/p2q1k1r/1b3p1B/2p1PN2/2P2QR1/3P4/P4PK1/7R b - - 0 37,middlegame,,55,32,0,0,4,3,588
rnbqkb1r/p2ppppp/5n2/2pP4/2p5/8/PPQ1PPPP/RNB1KBNR w KQkq - 0 5,opening,A57,77,36,0,0,1,3,71
6k1/p4p1p/1p2pp2/8/8/4rP2/5KPP/8 w - - 0 31,middlegame,,14,9,0,0,1,3,-515
r4rk1/pBp1q1pp/1p1b4/n4P2/3P2P1/2N1B3/PPP2Q1P/R4RK1 b - - 0 17,middlegame,,65,43,0,0,4,2,382
rnbqkbnr/ppp2ppp/4p3/8/3p4/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,opening,A04,78,25,0,0,2,2,112
r1b1kb1r/1p3ppp/p1n1p3/3pP3/P2p4/2R2N2/3NBPPP/3R2K1 w kq - 0 14,middlegame,,51,35,0,0,3,4,-412
8/1p1r1k1p/pRb5/P1P4P/5pp1/8/8/4K3 w - - 0 54,middlegame,,21,12,0,0,0,3,-603
rn1qkbnr/pp3ppp/2p1p3/3p4/2PP1Bb1/4PN2/PP3PPP/RN1QKB1R w KQkq - 1 6,opening,D11,78,37,0,0,3,2,89
8/8/2k5/p3R2R/1p6/2PK2p1/PP4P1/8 w - - 0 48,middlegame,,17,34,0,0,4,1,1116
rn1qk1nr/pppbbppp/3pp3/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 4 5,opening,C00,78,37,0,0,4,2,117
8/5pp1/3kp2p/1R6/3P4/3K1Pr1/1p6/8 w - - 0 51,middlegame,,17,21,0,0,4,2,-489
8/2p3p1/4kp2/p6p/1P1P4/3b2b1/3B2P1/6K1 w - - 0 40,middlegame,,17,11,0,0,1,3,-518
3r1r1k/1P5p/3p2p1/2pQp3/3bPP2/P4BPP/1P2N1K1/3R1R2 b - - 0 27,middlegame,,50,22,0,0,4,2,1141
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,opening,E20,78,33,0,0,4,2,86
8/p1pk3N/2p5/8/1n3P2/P5P1/1P2NK1P/8 b - - 0 30,middlegame,,17,14,0,0,2,1,582
rnbqkbnr/pp3ppp/8/2pp4/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 5,opening,B40,76,30,0,0,4,3,78
2kr1bnr/pp3p1p/2n3p1/8/4PPB1/8/PPPB2PP/RN1K2NR b - - 0 10,middlegame,,53,4,0,1,2,3,490
rnbqkbnr/pp1p1ppp/4p3/2p5/8/1P2P3/P1PP1PPP/RNBQKBNR w KQkq - 0 3,opening,A00,78,31,0,0,1,2,0
r4b2/p4N1p/b5p1/3kBp2/8/8/PPP2PPP/1K1RR3 b - - 0 24,middlegame,,37,5,0,1,4,3,816
4r3/p5kp/1p1bp3/2p5/2P3pr/1P1P4/P5K1/4RR2 w - - 0 27,middlegame,,33,24,0,0,3,3,-585
8/8/p3p1k1/1p2bp1p/1P4pP/Pr6/6P1/5NK1 w - - 2 44,middlegame,,21,8,0,0,0,3,-733
8/p5p1/1p3p2/8/3KPk1P/5P2/P7/8 b - - 0 39,endgame,,8,8,0,0,3,2,-307
rnbqkbnr/ppp2ppp/3p4/4P3/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3,opening,A40,77,32,0,0,2,1,142
r5k1/pp3R2/3N1b2/5N2/8/2P3P1/PP2r3/2KR4 w - - 1 31,middlegame,,35,35,0,0,3,3,897
r1b2rk1/pp1n1ppp/2pbp3/8/4N3/3P1N2/P1P3PP/2R2B1K w - - 0 20,middlegame,,45,30,0,0,3,2,-509
8/p1p5/5k1p/8/5K1P/2PB4/b1P2P2/8 w - - 0 51,endgame,,13,17,0,0,3,2,5
3r2k1/pQp2pp1/1p2p2p/4P3/5P2/7P/P5PK/5q2 b - - 1 29,middlegame,,35,41,0,0,3,2,-839
rnbqkbnr/pp3ppp/8/4p3/3pN3/5P2/PPP3PP/R1BQKBNR w KQkq - 0 6,opening,D00,75,39,0,0,2,2,-150
2B5/pR2kp1p/6p1/6b1/3r2P1/8/P2pK3/8 b - - 1 41,middlegame,,23,6,0,1,0,2,-621
rnbqk2r/pp2ppbp/3p1np1/2p5/3P1P2/2P1PN2/PP4PP/RNBQKB1R w KQkq - 1 6,opening,A02,78,36,0,0,2,4,-4
8/8/1p4p1/p1p4p/2Pk3P/1P6/P4K2/8 w - - 1 48,endgame,,9,10,0,0,1,4,-476
rnb2rk1/pp3pp1/2p5/6NQ/8/7P/P1P2RP1/q6K w - - 0 21,middlegame,,51,3,1,0,1,3,-656
rnbqkb1r/pppppp1p/5np1/8/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,opening,A00,78,34,0,0,2,2,4
1k1r3r/1B3RQ1/p2Pp2p/2q5/3n4/P1N3P1/1P5P/R1B3K1 b - - 0 20,middlegame,,58,38,0,0,4,3,332
6k1/p4p2/7p/1pp1n3/2Pp1pP1/bP1P4/B4B2/3b1K2 w - - 0 39,middlegame,,26,13,0,0,3,1,-661
3k4/1pR1p3/1Pb3p1/4p1P1/p7/8/3K4/8 w - - 0 49,middlegame,,15,13,0,0,0,3,-488
5rk1/q5bp/6p1/2p5/1PPp4/B3r2P/3Q4/5nRK w - - 0 38,middlegame,,49,26,0,0,2,3,-1274
4r3/8/2pk3p/p1p1q2P/P3PpP1/1P1B1P1R/2P2K2/4B3 w - - 1 37,middlegame,,37,21,0,0,2,4,-7
3B4/1k6/4K3/pQ6/6P1/1P6/P7/5r2 b - - 0 47,middlegame,,21,3,0,1,2,0,9995
8/4k1R1/p1b5/1pP5/4pp2/7r/3NK3/8 b - - 1 42,middlegame,,21,5,0,1,1,2,-533
rnbqk2r/pp1pppbp/5np1/8/3p4/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 0 6,opening,A49,77,33,0,0,2,2,3
2R5/pp1b4/1k6/3pP1Q1/3n2N1/8/Pq3PPP/4R1K1 b - - 0 31,middlegame,,45,34,0,0,2,2,528
5r2/2p2p1k/1p1b2pp/1n6/3R1p2/5N1P/5PP1/r1B1RK2 w - - 0 33,middlegame,,41,34,0,0,4,2,-389
1k6/1pp3R1/p2p4/3PnB2/P5p1/3K4/1b2N2r/8 w - - 2 32,middlegame,,29,4,1,0,2,2,-565
rnbqkbnr/1p3ppp/p2p4/2pPp3/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,opening,A44,78,31,0,0,3,2,102
1r1r2k1/5pP1/p3b3/1Pp1R3/4P3/2NP4/1P5P/R6K b - - 0 28,middlegame,,35,29,0,0,2,2,122
8/p1k4p/1b6/1p1Q4/8/5P2/PPP2qPP/3R3K w - - 1 32,middlegame,,35,41,0,0,4,1,653
8/8/8/1p1k4/p4p2/P1P2Kp1/1P4P1/8 w - - 0 46,endgame,,8,6,0,0,2,3,6
3rqrk1/5pp1/Q1p4p/2b1P3/3N1P1n/2P1B2P/PP4P1/R2R2K1 b - - 2 24,middlegame,,61,29,0,0,2,3,194
rnbqkb1r/ppp1pp1p/6p1/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5,opening,A16,76,27,0,0,4,1,26
r1bqkbnr/pp1ppppp/n1p5/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,opening,A40,78,38,0,0,3,1,94
2kr4/pp1n2pp/2p5/3pP3/3P4/KPB5/P1P4P/2r3q1 b - - 1 28,middlegame,,37,40,0,0,2,4,-1175
rnbqkb1r/ppp2ppp/3p4/7n/3PPp2/3B1N2/PPP3PP/RNBQK2R w KQkq - 3 6,opening,C34,77,37,0,0,4,1,-21
rnbqk2r/pp2ppbp/2pp1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR w KQkq - 0 6,opening,E80,78,36,0,0,4,3,59
3b4/2p5/1k1p4/3Pp3/8/5KP1/8/4R3 w - - 1 55,endgame,,13,18,0,0,2,2,385
rnbqk2r/ppp2ppp/3b1n2/3p4/3P1B2/5P2/PPP3PP/RN1QKBNR w KQkq - 1 6,opening,C01,76,35,0,0,3,3,-27
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,opening,A65,78,31,0,0,2,3,49
8/5k2/p2p2pn/Pp1Pp3/4P1p1/P5K1/8/8 b - - 1 53,endgame,,13,10,0,0,1,2,-527
8/pp4pp/1n6/8/5N1P/2P1RkP1/PP3P2/6K1 b - - 2 30,middlegame,,21,1,0,1,4,2,674
r3r2k/pp3pp1/2nb3p/2pp4/5n2/1P1PP3/PBPN2Q1/2K4R w - - 0 20,middlegame,,51,45,0,0,4,4,9999
5r2/1b1kb3/4p2p/p1p3p1/PpPpN3/1P1P3P/7K/4R3 w - - 0 31,middlegame,,31,22,0,0,2,3,-573
8/7k/4p1pP/6K1/8/8/8/B1r5 b - - 0 50,endgame,,11,16,0,0,2,1,-672
1nrq1rk1/p3bppp/4pnN1/2P5/2BP4/2N1BQ2/PP3PPP/R3K2R b KQ - 0 16,middlegame,,71,30,0,0,4,3,401
rn3rk1/pp3ppp/7b/4qb2/4pp2/2P4P/PPQBK1P1/R4B1R w - - 0 18,middlegame,,65,28,0,0,2,3,-865
8/PR6/2B2k2/6Pp/4Pp2/3K1P2/r7/8 b - - 0 52,middlegame,,19,4,0,1,3,1,529
6R1/r5n1/8/8/8/6k1/2K5/8 b - - 1 55,endgame,,13,20,0,0,0,0,2
r3k2r/1pQR1p1p/4p1pb/1p2P3/5P2/8/1P3P2/6K1 b - - 1 32,middlegame,,37,22,0,0,3,1,462
rn1qkbnr/ppp1pppp/3p4/8/4P1b1/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3,opening,B07,78,30,0,0,2,1,555
1k1r4/ppp4p/6p1/1P6/2Q2p2/b5P1/5P1P/6K1 w - - 0 25,middlegame,,27,29,0,0,3,2,196
r4r1k/p1pQ2p1/1p1p3p/3P1b2/2PB1P1P/2P3P1/P3P2K/1R3R2 b - - 0 26,middlegame,,49,29,0,0,3,2,197
1k6/1p6/p2p4/1P4p1/P7/5P1P/2p3K1/8 w - - 0 45,endgame,,9,11,0,0,1,1,-537
r4r2/p4kpp/2pR4/1p6/2BP4/1PP4P/1P3PP1/R5K1 b - - 0 23,middlegame,,35,3,0,1,3,1,589
8/4B2p/2b3p1/5k2/p3pP1P/1P2K3/8/8 w - - 0 49,endgame,,13,15,0,0,3,3,-3
4k3/1ppb3p/3p2p1/p2Pp3/2P1q1P1/6KP/5Q2/5B2 b - - 1 34,middlegame,,35,32,0,0,2,3,-472
2b5/8/p2kp3/1P3p1p/7P/3BK1P1/8/8 w - - 0 73,endgame,,13,16,0,0,2,3,34
1k1r3r/5p1p/3p4/3np3/1p6/2N3P1/3K2P1/RR6 w - - 0 25,middlegame,,33,30,0,0,2,2,290
8/pp2k3/4p2p/3p4/6K1/5P2/P7/8 b - - 0 46,endgame,,7,14,0,0,1,2,-528
rn1qkb1r/pp2pppp/2p2n2/3pN2b/2PP4/2N5/PP2PPPP/R1BQKB1R w KQkq - 4 6,opening,D15,78,39,0,0,4,2,160
1k1r4/p1p2ppp/2p5/8/3P1b2/P4B1q/1P6/R2Q2K1 w - - 0 20,middlegame,,43,26,0,0,4,3,-389
rn1qkb1r/ppp1pppp/5n2/8/4p1b1/8/PPPPQPPP/RNB1KBNR w KQkq - 4 5,opening,A06,77,27,0,0,1,3,-215
5r2/7P/8/6P1/8/6K1/6P1/1k6 w - - 0 54,endgame,,8,9,0,0,0,0,597
3R4/1p3p1k/p3b1p1/8/7p/1P5q/2P5/1K1R4 w - - 0 33,middlegame,,29,31,0,0,2,1,-588
8/k7/P7/2R4p/7K/1r4P1/8/8 b - - 0 48,endgame,,13,17,0,0,2,0,421
r3k2r/ppp2pp1/2nb1n2/3p2N1/5p2/1P1PP1q1/PBPN1K1p/R2Q1R2 w kq - 2 18,middlegame,,69,1,1,0,3,4,-9999
1r6/2Nkb3/Rp1p4/1Pp1p3/2P1BpPp/3P1K1P/3BPP2/8 w - - 1 39,middlegame,,35,30,0,0,2,2,907
8/p4k2/2p5/8/2P5/6P1/P6P/6K1 w - - 0 34,endgame,,6,10,0,0,1,1,642
2r1k3/6p1/p3Pp2/1n5b/1Q5P/7K/8/8 w - - 0 37,middlegame,,25,23,0,0,2,2,-153
6k1/p4pp1/7p/8/N1P2b1K/1P4r1/P7/7r w - - 2 44,middlegame,,23,0,1,0,1,1,-10000
rn1qk2r/ppp1ppbp/5np1/3p2B1/3P2b1/4PN2/PPPN1PPP/R2QKB1R w KQkq - 1 6,opening,A48,78,33,0,0,3,2,42
3r2kr/5pb1/7q/4p3/4p1p1/4P1P1/4QP2/3R1K2 w - - 0 45,middlegame,,43,27,0,0,2,3,-258
r6r/pb3k2/1pp2npb/3p2P1/5P2/8/PnP1N3/R4RK1 w - - 0 25,middlegame,,44,25,0,0,2,2,-724
r1bqkbnr/pp1npppp/2p5/8/4P3/8/PPPN1PPP/R1BQKBNR w KQkq - 1 5,opening,B10,76,31,0,0,2,2,44
r4rk1/pp2Rp1p/2p2n2/3p1B2/3P1q2/2P2N2/PPQN1PPP/R5K1 b - - 2 17,middlegame,,63,38,0,0,3,4,810
2k2r2/pp2Q3/2p1p3/q3P3/3P3p/1PP5/P4BPP/5RK1 b - - 0 27,middlegame,,43,29,0,0,2,2,596
rn1qkb1r/pp2nppp/2p1p3/3pPb2/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,opening,B12,78,34,0,0,2,2,34
4r3/4q2k/p2p1b2/2pP1P1p/P1P3P1/1R4PN/3Q2KP/8 b - - 0 33,middlegame,,45,36,0,0,2,3,3
8/8/1p6/pq6/3k4/8/K7/2q5 b - - 1 61,middlegame,,20,49,0,0,0,3,-9999
rnbqkbnr/pp3ppp/4p3/2pp4/2P5/1P2P3/P2P1PPP/RNBQKBNR w KQkq - 0 4,opening,A00,78,28,0,0,2,3,-16
5rk1/p1p3pp/1p1bp3/8/4b3/6P1/PPP4P/4R1K1 w - - 0 23,middlegame,,27,17,0,0,1,2,-619
rnbqkbnr/ppppp1pp/8/5p2/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,opening,A10,78,22,0,0,1,1,55
8/8/3k4/p4P1p/4K2P/P7/1P6/8 w - - 0 50,endgame,,6,9,0,0,3,2,614
r1b2r1k/4p2B/3p4/2pP4/2P5/1N1Q4/pq3n2/5RK1 w - - 2 27,middlegame,,51,32,0,0,3,3,-1080
rnbqk2r/pp2ppbp/5np1/2pP4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,opening,B27,77,37,0,0,2,3,95
r3qB1k/1p4pp/2n3b1/3Q2P1/7P/2P5/pP2PP2/2KR1B1R w - - 1 23,middlegame,,55,45,0,0,4,3,-237
6k1/1p1q2p1/p1b1p2p/3pP2P/1Q3Pp1/4PB1K/8/8 w - - 0 53,middlegame,,35,6,1,0,4,2,-190
2k5/pp6/4r3/3p1R1p/6pP/bPPK4/8/8 w - - 0 40,middlegame,,21,16,0,0,4,2,-434
6k1/6pp/2p5/2Pp2P1/4p1nP/4P3/1rN3q1/2RKr3 w - - 0 48,middlegame,,39,2,1,0,1,3,-9997
8/8/6kp/p7/1rR5/5PK1/8/8 w - - 1 55,endgame,,13,21,0,0,2,0,-1
8/6q1/2Pk2p1/p6p/3Q4/1P1K4/P4PPP/8 b - - 0 33,middlegame,,27,5,0,1,4,3,541
rnbqkbnr/pp3ppp/2p1p3/3p4/3P4/6P1/PPP1PPBP/RNBQK1NR w KQkq - 0 4,opening,D00,78,32,0,0,4,2,39
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/3BPN2/PP3PPP/RNBQK2R w KQkq - 4 6,opening,D00,78,38,0,0,4,3,36
2br2k1/4qpp1/2pp3p/p1n1p3/4n3/P4N1P/B4PP1/R3QRK1 w - - 0 20,middlegame,,59,31,0,0,4,4,-112
8/pp4rk/2p4p/8/5P2/qBP1P3/P1P2P1Q/1K1R4 b - - 2 27,middlegame,,41,31,0,0,3,1,583
3r2k1/pb4pp/1p6/1p6/8/8/Pb4PP/2N2RK1 w - - 0 25,middlegame,,27,20,0,0,0,4,-590
r1bqk1nr/ppp2pbp/2np2p1/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 0 6,opening,B06,78,32,0,0,4,2,-4
4r2r/pp1b2k1/1q2pbp1/3p4/2p2N2/P4Qp1/1P3PBP/1R3RK1 w - - 0 28,middlegame,,61,34,0,0,2,4,-299
3R3k/1b5p/p4r2/2p2n2/PpP5/8/6P1/6K1 b - - 1 41,middlegame,,23,2,0,1,2,3,-678
5r1k/6pp/2pn4/4pN2/p7/Pb4Pn/1P1N3P/1K6 w - - 0 29,middlegame,,29,15,0,0,2,3,-657
8/7p/p4Np1/1p2p1P1/2b2p1P/k4P2/5K2/8 b - - 1 44,middlegame,,15,19,0,0,2,2,-513
8/p5pk/1p4p1/5b2/6R1/P7/6K1/8 b - - 0 42,endgame,,13,15,0,0,2,1,-607
2kr1b1r/ppp1pppp/5n2/8/2Pn4/1QN1B3/PP2NP1q/R3K1R1 w Q - 0 11,middlegame,,67,44,0,0,3,4,-54
8/3k1p2/4pBp1/3p4/2bP1Pp1/b1K4P/8/8 w - - 0 42,middlegame,,17,12,0,0,2,2,-464
5k2/p4ppp/8/8/8/1n4PP/P4P2/4K3 w - - 0 31,endgame,,11,10,0,0,0,1,-84
3k4/6p1/p2P3p/P7/1BN2pP1/8/2P3PK/8 b - - 0 45,middlegame,,15,7,0,0,1,0,637
8/7p/1k6/2p2P2/p4P2/2B1K2P/1P6/3b4 b - - 0 35,endgame,,13,16,0,0,3,1,17
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/1P1P4/2P5/P4PPP/RNBQKBNR w KQkq - 1 6,opening,B12,78,38,0,0,2,3,-1
2r3k1/pp3p1p/2b2np1/3p4/7q/1B3P2/P3R1PK/4R3 w - - 0 28,middlegame,,42,1,1,0,3,3,-729
r2q1rk1/pp2pp1p/1n1p2p1/3P2P1/2p1PPbP/2b1BN2/Pn2Q1BK/2R2R2 b - - 1 20,middlegame,,73,41,0,0,3,3,-613
2r2r2/6bk/4N1np/1N3pp1/P7/1P3QP1/6KP/2RR2B1 b - - 0 35,middlegame,,51,34,0,0,3,3,952
3r1k2/5p2/5P1p/2R1PBpP/2P5/P7/6P1/6K1 b - - 0 35,middlegame,,22,14,0,0,3,2,586
2k3r1/pp1bb3/2n1pp2/3p3p/N4Q2/1B3N1P/PPR2q2/3R2rK w - - 2 24,middlegame,,65,2,1,0,4,4,-646
2k5/p1r5/1p6/4Q3/3p3P/8/PPP2P2/2KR4 w - - 1 29,middlegame,,27,41,0,0,3,0,757
r4kn1/p1pp3Q/1p2p3/3b1rN1/8/1Pb4K/2P3PP/8 w - - 0 32,middlegame,,40,21,0,0,1,4,-548
4rrk1/2q3b1/2p5/Pp4B1/1PpPn1P1/2P2N1P/2Q3K1/4RR2 b - - 0 30,middlegame,,59,44,0,0,3,4,-387
6k1/p6p/1p2p1p1/2n1r3/Q1p2q2/7P/PP4P1/R6K w - - 2 27,middlegame,,41,26,0,0,0,4,-470
8/1p4pp/2b1k3/8/8/6rP/7K/8 b - - 1 38,endgame,,12,35,0,0,0,3,-3627
4r1k1/pppq3p/6p1/3p2B1/8/3Q3P/P2NnrP1/R6K w - - 0 23,middlegame,,51,42,0,0,3,4,-491
2b2k2/1p1nr1p1/2p2pQ1/3p4/r6q/3B4/5PPP/4RRK1 w - - 0 25,middlegame,,55,36,0,0,2,4,-321
rnbqkb1r/pp1p1ppp/4pn2/2p5/4P3/2N5/PPPPNPPP/R1BQKB1R w KQkq - 0 4,opening,B45,78,23,0,0,3,3,26
8/8/p6p/2QP4/5Pk1/4K3/PP5P/1b6 w - - 1 43,middlegame,,19,29,0,0,4,1,580
rnbq1rk1/ppp1ppbp/3p1np1/3P4/4P3/2N2P2/PPP3PP/R1BQKBNR w KQ - 1 6,opening,B07,78,34,0,0,3,3,-42
5k1r/2pQ1p1p/1p5b/p2PP1PN/8/3R2P1/PPq4P/5R1K b - - 0 33,middlegame,,51,26,0,0,2,0,9997
r1bqk1nr/pppp1ppp/2n5/4p3/1b2P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 3 4,opening,C46,78,28,0,0,4,2,58
4N3/p4k1n/1p2p1B1/3pP2P/3P4/6P1/PP5K/8 b - - 0 35,middlegame,,19,3,0,1,2,2,612
rnbqk2r/ppp2ppp/4pn2/3p4/3P1b2/2N1PN2/PPP2PPP/R2QKB1R w KQkq - 0 6,opening,D01,75,36,0,0,4,3,33
rnbqk2r/ppp1ppbp/6p1/3n4/8/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 1 6,opening,A16,76,28,0,0,4,3,12
r5k1/p5pp/2p1p1r1/5p2/3PbP2/1Pq5/P4Q2/1R1KR3 b - - 1 29,middlegame,,51,45,0,0,3,3,-956
8/8/1p4n1/5r1k/8/1PP5/P1K3p1/8 w - - 0 47,endgame,,13,10,0,0,1,2,-763
rnbq1rk1/ppp1ppbp/5np1/3p4/3P1B2/2P2N1P/PP2PPP1/RN1QKB1R w KQ - 0 6,opening,A48,78,37,0,0,2,2,26
6k1/5p2/4p1p1/p7/1p2PPp1/6q1/1P3QP1/4rK2 w - - 0 37,middlegame,,33,2,1,0,3,2,-477
rnbqkbnr/pp4pp/2pp4/4P3/2P1p3/2N5/PP1P2PP/R1BQKBNR w KQkq - 0 6,opening,A10,76,34,0,0,2,2,109
1k3rr1/ppp1b3/8/4p3/1P1BN2p/P2P2P1/2P2PKP/R4R2 b - - 0 23,middlegame,,41,32,0,0,2,1,407
3r3k/2p1qp2/pp2p1p1/8/1P1rN1P1/P4B2/7Q/6K1 b - - 1 35,middlegame,,43,3,0,1,2,3,-689
7R/4kpp1/5n2/7p/3P4/4BN1P/5PP1/6K1 w - - 1 29,middlegame,,21,28,0,0,2,2,789
r5k1/pp3p1p/2pp4/2b3pN/2P1P1n1/6P1/PP1B2K1/R4r2 w - - 0 25,middlegame,,39,23,0,0,1,3,-250
rnb1kbnr/pp3ppp/4p3/2pq4/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 0 5,opening,B22,76,38,0,0,2,4,48
3k3r/2R3pp/1n2p3/2b1P3/8/1PN5/1P4PP/2B1K2R b K - 0 22,middlegame,,35,24,0,0,2,2,181
rn1qkbnr/pp2pppp/2p5/3pP3/8/5b1P/PPPP1PP1/RNBQKB1R w KQkq - 0 5,opening,B10,75,24,0,0,0,2,-7
8/p7/1p2p2p/8/2N5/P7/1P3P1k/4K3 w - - 0 34,endgame,,10,15,0,0,1,1,359
8/2p2p1p/p2p1k2/1p6/3P2P1/7P/PPP1K3/8 w - - 0 30,endgame,,12,17,0,0,1,1,45
rnbqk1nr/pp2ppbp/2p3p1/3p4/2BPP3/2N5/PPP2PPP/R1BQK1NR w KQkq - 0 5,opening,A40,78,42,0,0,4,4,46
8/5R2/2p3k1/2n5/1pP5/1P2P1P1/7P/6K1 w - - 1 37,middlegame,,15,22,0,0,2,2,460
rnbqkbnr/1p2ppp1/p1p4p/3pP3/3P4/4B3/PPP2PPP/RN1QKBNR w KQkq - 0 5,opening,B12,78,38,0,0,2,2,105
3r4/pp4kp/5Rb1/3P4/8/2N5/PP4PP/3R2K1 b - - 0 26,middlegame,,29,28,0,0,3,2,284
